search_query,name,price,stars,rating_count,feature_bullets,images,variant_data,url
gaming mouse,Razer Basilisk V3 Customizable Ergonomic Gaming Mouse: Fastest Gaming Mouse Switch - Chroma RGB Lighting - 26K DPI Optical Sensor - 11 Programmable Buttons - HyperScroll Tilt Wheel - Classic Black,0.0,4.6,9133,"ICONIC ERGONOMIC DESIGN WITH THUMB REST — PC gaming mouse favored by millions worldwide with a form factor that perfectly supports the hand while its buttons are optimally positioned for quick and easy access 11 PROGRAMMABLE BUTTONS — Assign macros and secondary functions across 11 programmable buttons to execute essential actions like push-to-talk, ping, and more HYPERSCROLL TILT WHEEL — Speed through content with a scroll wheel that free-spins until its stopped or switch to tactile mode for more precision and satisfying feedback that’s ideal for cycling through weapons or skills 11 RAZER CHROMA RGB LIGHTING ZONES — Customize each zone from over 16.8 million colors and countless lighting effects, all while it reacts dynamically with over 150 Chroma integrated games OPTICAL MOUSE SWITCHES GEN 2 — With zero unintended misclicks these switches provide crisp, responsive execution at a blistering 0.2ms actuation speed for up to 70 million clicks FOCUS plus 26K DPI OPTICAL SENSOR — Best-in-class mouse sensor with intelligent functions flawlessly tracks movement with zero smoothing, allowing for crisp response and pixel-precise accuracy PC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combined OPTIMIZE MOUSE ACCURACY — Improve accuracy by disabling the ""Enhance pointer precision"" option in the Windows mouse settings, and further optimize performance using the Razer Synapse App","https://m.media-amazon.com/images/I/61AcT0ZuO3L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71ogW8jLA+L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81Sr2YceKWL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61Y-Zb0WVtL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61apxCWQUgL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61LmB1Vu1cL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61cNT3ewP8L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/510qfo6EBqL._AC_SL1124_.jpg",B09C13PZX7: Mouse,https://www.amazon.com/Razer-Basilisk-Customizable-Ergonomic-Gaming/dp/B09C13PZX7/ref=sr_1_4
gaming mouse,"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - White",0.0,4.6,36176,"Lightweight design: Thanks to an efficient mechanical design, the Logitech G305 gaming mouse weighs in at only 99 grams for high maneuverability LIGHTSPEED Wireless: Ultra-fast LIGHTSPEED Wireless technology gives you a lag-free gaming experience. The G305 gamer mouse delivers incredible responsiveness with a super-fast 1ms report rate for competition-level performance This wireless gaming mouse features a compact, portable design with convenient built-in storage for included USB wireless receiver. Max. speed: > 400 IPS HERO Gaming Sensor: Next-gen HERO mouse sensor delivers up to 10x the power efficiency over other gaming mice with exceptional accuracy and responsiveness thanks to 400 IPS precision and up to 12,000 DPI sensitivity Ultra-Long Battery Life: This wireless mouse delivers 250 hours of continuous gameplay on a single AA battery so you can play at peak performance without worrying about running out of power","https://m.media-amazon.com/images/I/51XH51COHTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/714Xh4b5m3L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61ulKWSnKyL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61a1YaPdrEL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61TR4SeQwKL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71flwn5ZMUL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/611Qr2on78L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61r44ycAosL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61w+vBbE-YL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/619IKOwJ1NL._AC_SL1096_.jpg","B07CMS5Q6P: Black, Mouse | B086PDW7BB: Blue, Mouse | B07CMS5Q6N: White, Mouse | B0BWLNSRFR: Mint, Mouse + Headset | B0D8MXS85S: Blue, Mouse + Keyboard | B0D8NBT42Q: Mint, Mouse + Keyboard | B0CJDQ7T9L: Black, Mouse + Gaming Mic | B08SYJ32T3: Mint, Mouse | B0CJDS8KSW: Mint, Mouse + Gaming Mic | B09YJ527WN: White, Mouse + Headset | B0CJDN8M37: Blue, Mouse + Gaming Mic | B0CJDMBCY7: Lilac, Mouse + Gaming Mic | B0D8N2B4XS: Black, Mouse + Keyboard | B0D8MWH7Y9: White, Mouse + Keyboard | B09YJ84DHT: Blue, Mouse + Headset | B0CJDMBCY2: White, Mouse + Gaming Mic | B0D8N71TJS: Lilac, Mouse + Keyboard | B086PJKVVT: Lilac, Mouse",https://www.amazon.com/Logitech-LIGHTSPEED-Wireless-Gaming-Mouse/dp/B07CMS5Q6N/ref=sr_1_9
gaming mouse,,,4.4,9256,,,{},https://www.amazon.com/dp/B07984JN3L
gaming mouse,"Redragon M908 Impact RGB LED MMO Gaming Mouse with 12 Side Buttons, Optical Wired Ergonomic Mouse with Max 12,400DPI, High Precision, 18 Programmable Macro Shortcuts, Comfort Grip",0.0,4.4,17665,"Professional Gaming Mouse - Redragon M908 optical gaming mouse is designed with up to 12400 DPI, 5 adjustable DPI levels (500/1000/2000/3000/6200 DPI) meet your multiple needs, either for daily work or gaming. DPI can be adjusted freely by ±100 from 200 to 12400 via software. 1000 Hz polling rate, 30G acceleration and high-precision Pixart PAW3327 Sensor giving you a greater edge over your competition. RGB Backlight & Programmable Buttons - 16.8 million RGB LED color options (LED Backlight can be disabled). 18 programmable buttons, 5 memory profiles each with a dedicated light color for quick identification. Comes with 8-piece weight tuning set (2.4g x8), easy to change the weight to suit your games. Comfort & Precision At Your Hands - Redragon M908 gaming mouse is an essential computer accessory for die-hard with its aggressive design for hands! You will be amazed by the unmatched comfort, lethal accuracy and killer precision of our durable, desktop and laptop pro gaming mouse! High-end Design - Redragon M908 Mouse features 6 buttons and 12 MMO programmable side buttons. Durable smooth TEFLON feet pads for ultimate gaming control. 6ft braided-fiber cable with gold-plated USB connector ensures greater durability. Die-hard Players Choice - Whether you are targeting, aiming, slashing or attacking, a professional gaming mouse is your basic weapon! The mouse will be your ideal partner. Compatible with Windows 2000/ME/XP/03/VISTA/7/8/10 system for programmable using and Mac OS for normal using.","https://m.media-amazon.com/images/I/61kI0PIuXVL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/614Dv+NmlgL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71mA3cfWVdL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71ULykkfhmL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/715tQQaEAdL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71ekMJ6cibL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71l+hSdMsDL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61q-QQjhpbL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71c4YHmAA3L._AC_SL1500_.jpg","B07HC4NBQ8: Black, Wired M908 | B0C1Z6VLTP: Black, Wired M990 | B0FVRPBJDF: Black, Wireless M913 Max | B0FR456Q62: Black & White, Wired M908 | B088B3ZM76: Black, Wireless M913 | B0C69892G8: White, Wired M908 | B0C58ZTR4K: White, Wireless M913",https://www.amazon.com/Redragon-Impact-Buttons-Precision-Programmable/dp/B07HC4NBQ8/ref=sr_1_11
gaming mouse,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Buttons, On-Board Memory, PC/Mac",0.0,4.6,69479,"Hero 25K sensor through a software update from G HUB, this upgrade is free to all players: this Logitech gaming mouse has 1:1 tracking, 400-plus ips, 100 - 25,600 dpi plus zero smoothing, filtering, or acceleration. Adjustable weight system: Arrange up to five removable 3.6 grams weights inside the gaming mouse for personalized weight and balance tuning. Mechanical switch button tensioning: Metal spring tensioning system and pivot hinges are built into left and right gaming mouse buttons for a crisp, clean click feel with rapid click feedback with this black gaming mouse 11 customizable buttons and onboard memory: Assign custom commands to the buttons and save up to five ready to play profiles directly to the wired mouse. Suitable for pc gaming mouse needs. Programmable RGB Lighting and Lightsync technology: Customize lighting from nearly 16.8 million colors to match your team's colors or sync colors with other Logitech G gear on this wired mouse for gaming","https://m.media-amazon.com/images/I/61mpMH5TzkL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71BYvNUoumL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71sgEIlSvfL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61Z49vScNSL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61vThyaOrHL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61M0dOKNZcL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61-JHDTxPrL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71GbJuV3WnL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/612np2rcdBL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61ONyYGVSwL._AC_SL1500_.jpg","B07L4BM851: Black, Wireless, Mouse | B07GBZ4Q68: Black, Wired, Mouse | B0D8N8H94R: Black, Wireless, Mouse + Keyboard | B0BBFWTD7T: Black, Wired, Mouse + Keyboard",https://www.amazon.com/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=sr_1_2
gaming mouse,"Redragon M908 Impact RGB LED MMO Gaming Mouse with 12 Side Buttons, Optical Wired Ergonomic Mouse with Max 12,400DPI, High Precision, 18 Programmable Macro Shortcuts, Comfort Grip",0.0,,0,"Professional Gaming Mouse - Redragon M908 optical gaming mouse is designed with up to 12400 DPI, 5 adjustable DPI levels (500/1000/2000/3000/6200 DPI) meet your multiple needs, either for daily work or gaming. DPI can be adjusted freely by ±100 from 200 to 12400 via software. 1000 Hz polling rate, 30G acceleration and high-precision Pixart PAW3327 Sensor giving you a greater edge over your competition. RGB Backlight & Programmable Buttons - 16.8 million RGB LED color options (LED Backlight can be disabled). 18 programmable buttons, 5 memory profiles each with a dedicated light color for quick identification. Comes with 8-piece weight tuning set (2.4g x8), easy to change the weight to suit your games. Comfort & Precision At Your Hands - Redragon M908 gaming mouse is an essential computer accessory for die-hard with its aggressive design for hands! You will be amazed by the unmatched comfort, lethal accuracy and killer precision of our durable, desktop and laptop pro gaming mouse! High-end Design - Redragon M908 Mouse features 6 buttons and 12 MMO programmable side buttons. Durable smooth TEFLON feet pads for ultimate gaming control. 6ft braided-fiber cable with gold-plated USB connector ensures greater durability. Die-hard Players Choice - Whether you are targeting, aiming, slashing or attacking, a professional gaming mouse is your basic weapon! The mouse will be your ideal partner. Compatible with Windows 2000/ME/XP/03/VISTA/7/8/10 system for programmable using and Mac OS for normal using.","https://m.media-amazon.com/images/I/61kI0PIuXVL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/614Dv+NmlgL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71mA3cfWVdL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71ULykkfhmL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/715tQQaEAdL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71ekMJ6cibL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71l+hSdMsDL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61q-QQjhpbL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71c4YHmAA3L._AC_SL1500_.jpg",{},https://www.amazon.com/Redragon-Impact-Buttons-Precision-Programmable/dp/B07HC4NBQ8/ref=sr_1_11_so_INPUT_MOUSE
gaming mouse,"Logitech G PRO X SUPERLIGHT Wireless Gaming Mouse, Ultra-Lightweight, HERO 25K Sensor, 25,600 DPI, 5 Programmable Buttons, Long Battery Life, Compatible with PC / Mac - Black",0.0,4.6,11146,"Meticulously designed in collaboration with many of the world’s leading esports pros. Engineered to win, being the pinnacle of our continued pursuit for the highest levels of performance Ultra-lightweight at under 63 grams, with hyper-minimal redesign achieving nearly 25% weight reduction compared to standard PRO Wireless mouse Powered by Lightspeed, PRO X Superlight is our fastest and most reliable PRO mouse yet Incredibly precise, fast and consistent control with Hero Sensor, designed from the ground up by Logitech G engineers for the best possible gaming performance Large, zero-additive PTFE feet deliver a smooth glide for a pure, fluid connection with the game. System Requirements-Windows 8 or later, macOS 10.11 or later Available in black and white Note: In case of Wireless mouse, the USB receiver will be provided inside or along with the mouse","https://m.media-amazon.com/images/I/51uy8gOG-iL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/514Rg2rfcuL._AC_.jpg, https://m.media-amazon.com/images/I/61AVz+SDOiL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61z5r1we3VL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61Gs9LrJCzL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61X08zfc+jL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61vqQFr-2oL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61xpCQjrXXL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61PsRr+It6L._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61MfP73j0zL._AC_SL1400_.jpg, https://m.media-amazon.com/images/I/61dAq5b85mL._AC_SL1400_.jpg","B087LXCTFJ: Black, Mouse | B087LP6F4Y: White, Mouse",https://www.amazon.com/Logitech-SUPERLIGHT-Ultra-Lightweight-Programmable-Compatible/dp/B087LXCTFJ/ref=sr_1_3
gaming mouse,"Logitech G PRO X SUPERLIGHT 2 Wireless Gaming Mouse, 60g Pro-Grade with 5 Programmable Buttons, 44k DPI Sensor, 8kHz Report Rate, USB-C Charging for PC/Mac - Black",0.0,4.5,2212,"Better Performance: The Logitech Superlight 2, our championship winning wireless mouse gaming is now even better; with 8 kHz polling, USB-C charging, 95-hour battery life and POWERPLAY compatibility at 60 g Wireless Mouse for Gaming: A pro gaming icon—now faster and more precise; it is designed in collaboration with the world’s leading esports pros and engineered to win Most Advanced Optical Sensor in Gaming: HERO 2 with tracking over 888+ IPS, up to 44,000 DPI, precise sensor calibration with zero smoothing, acceleration or filtering with this gaming mouse Zero-Additive PTFE Mouse Feet: This superlight mouse glides smoothly with seamless connection to your game with Zero-additive PTFE mouse feet Pro Precision: LIGHTFORCE hybrid switches deliver pro-level precision and reliability with tactile click","https://m.media-amazon.com/images/I/51Cps60NQpL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61YwciZ7jnL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/810kkuWpvLL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71jjVeUc0DL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71txNxYWSTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/718kxZfGH2L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71MUADEXvYL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71fIvKnsERL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/717Smn6g5YL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71XV8-y2lEL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/718Qkzg+gxL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/716-+9BCwoL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61+QvEfV1OL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/41tsb8fiutL._AC_SL1004_.jpg","B0DB59DXMZ: White, Right-Handed, Mouse | B0DB5JJTC9: Black, Right-Handed, Mouse | B09NBWQDKX: White, Classic, Mouse | B09NBWL8J5: Black, Classic, Mouse | B0DB7H44V8: Magenta, Right-Handed, Mouse | B0FFM4V8PV: White, Compact, Mouse | B0FFLVHJGB: Magenta, Compact, Mouse | B0FFM4WLD5: Black, Compact, Mouse | B0CHCNRSBJ: Black, Classic, Mouse + Keyboard | B0CHCB4F92: White, Classic, Mouse + Keyboard",https://www.amazon.com/Logitech-SUPERLIGHT-wireless-pro-grade-programmable/dp/B09NBWL8J5/ref=sr_1_6
gaming mouse,,,3.8,8668,,,{},https://www.amazon.com/dp/product/B084KP3NG6
gaming mouse,"BENGOO Gaming Mouse Wired, Ergonomic Gamer Laptop PC Optical Computer Mice with RGB Backlit, 4 Adjustable DPI Up to 3600, 6 Programmable Buttons for Windows 7/8/10/XP Vista Linux -Black",0.0,4.6,13936,"【Speed DPI Switch】 Bengoo customizable RGB gaming mice, with 4 adjustable DPI speed Switch:1200-1600-2400-3600, you can control the speed more freely and easily. No need any driver, plug and play directly. 【Flexible Buttons】 Equipped with six buttons: Left button, Right button, Forward, Back, DPI button and Scroll wheel, meets for your demands excellently for different games, enables to switch fast while gaming. 【Lighting Colors】 Muti-colors lights greatly match your style, provide you fancy gaming environment and highlight your game atmosphere. 【Ergonomic Design】 Perfectly fits under your palm, skin-friendly material we take provides you a perfect hand feel, gives gamers the most comfortable gaming experienece and makes you feel free from fatigue. 【Wide Compatibility】 Support Windows XP, Vista, Windows 7, Windows 8. Adaptable for Notebook, PC, laptop, Computer, Macbook and so on.","https://m.media-amazon.com/images/I/61tZtPJmEmL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/71+Fn6b-JKL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/61BlEHOFo5L._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/61ht0iH01SL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/71RHSRO-0eL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/614zfww2KRL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/715Zp-NpfLL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/61INtC1B+dL._AC_SL1000_.jpg",{},https://www.amazon.com/BENGOO-Changing-Ergonomic-Computer-Adjustable/dp/B00Z9V0NKC/ref=sr_1_10_so_INPUT_MOUSE
gaming mouse,"BENGOO Gaming Mouse Wired, Ergonomic Gamer Laptop PC Optical Computer Mice with RGB Backlit, 4 Adjustable DPI Up to 3600, 6 Programmable Buttons for Windows 7/8/10/XP Vista Linux -Black",0.0,4.6,13936,"【Speed DPI Switch】 Bengoo customizable RGB gaming mice, with 4 adjustable DPI speed Switch:1200-1600-2400-3600, you can control the speed more freely and easily. No need any driver, plug and play directly. 【Flexible Buttons】 Equipped with six buttons: Left button, Right button, Forward, Back, DPI button and Scroll wheel, meets for your demands excellently for different games, enables to switch fast while gaming. 【Lighting Colors】 Muti-colors lights greatly match your style, provide you fancy gaming environment and highlight your game atmosphere. 【Ergonomic Design】 Perfectly fits under your palm, skin-friendly material we take provides you a perfect hand feel, gives gamers the most comfortable gaming experienece and makes you feel free from fatigue. 【Wide Compatibility】 Support Windows XP, Vista, Windows 7, Windows 8. Adaptable for Notebook, PC, laptop, Computer, Macbook and so on.","https://m.media-amazon.com/images/I/61tZtPJmEmL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/71+Fn6b-JKL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/61BlEHOFo5L._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/61ht0iH01SL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/71RHSRO-0eL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/614zfww2KRL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/715Zp-NpfLL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/61INtC1B+dL._AC_SL1000_.jpg",{},https://www.amazon.com/BENGOO-Changing-Ergonomic-Computer-Adjustable/dp/B00Z9V0NKC/ref=sr_1_10
gaming mouse,Razer Viper V3 Pro Wireless Esports Gaming Mouse: Symmetrical - 54g Lightweight - 8K Polling - 35K DPI Optical Sensor - Gen3 Optical Switches - 8 Programmable Buttons - 95 Hr Battery - Black,0.0,4.6,1541,"54 G ULTRA LIGHTWEIGHT DESIGN — Designed in collaboration with world-class esports pros, the Viper V3 Pro’s perfectly balanced ultra lightweight design allows gamers to make swift, precise flicks that match every intention FOCUS PRO 35K OPTICAL SENSOR GEN-2 — Experience pro grade tracking performance on a wider variety of surfaces including glass, supported by intelligent functions and 1-DPI step adjustments for more granular aim and control 8000 Hz HYPERPOLLING TECHNOLOGY — By combining Razer HyperPolling with the ultra smooth connection of Razer HyperSpeed, experience flawless wireless performance with a true polling rate of up to 8000 Hz HYPERSPEED WIRELESS — With an optimized dongle design that makes zero compromises on connection, enjoy top-tier wireless performance that remains smooth and reliable even in noisy tournament environments OPTICAL MOUSE SWITCHES GEN-3 — From an improved 90 million click lifecycle with zero double-clicking issues, to a blistering 0.2 ms actuation with no debounce delay, enjoy reliability and speed that outshines all others UP TO 95 HOURS OF BATTERY LIFE — Power through the most intense scrimming and tournament schedule with up to 95 hours of high-performance competitive gameplay OPTIMIZE MOUSE ACCURACY — Improve accuracy by disabling the ""Enhance pointer precision"" option in the Windows mouse settings, and further optimize performance using the Razer Synapse App","https://m.media-amazon.com/images/I/61BJ2MpgTTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71-ljLkA3QL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71IyBLdKvBL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71tioKmVlEL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61Zrxdg-f9L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61H0PMVTVgL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71OYyuZJovL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71a+F5f5rJL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61-lxj6qOAL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/619ATL-5OxL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/51Zp6S8fb1L._AC_SL1500_.jpg",B0FSFSS651: Counter-Strike 2 Edition | B0DSCV9HGJ: Faker Edition | B0DP5NZBK4: Sentinels Edition | B0CW25XR5S: White | B0CW25XR5R: Black,https://www.amazon.com/Razer-Viper-Wireless-Esports-Gaming/dp/B0CW25XR5R/ref=sr_1_8
gaming mouse,"Logitech G703 Lightspeed Wireless Gaming Mouse W/Hero 25K Sensor, PowerPlay Compatible, Lightsync RGB, Lightweight 95G+10G Optional, 100-25, 600 DPI, Rubber Side Grips - Black",0.0,4.5,7427,"HERO 25K Sensor: our most advanced, with 1:1 tracking, 400+ IPS, and 100-25,600 max DPI sensitivity — plus zero smoothing, filtering, or acceleration, and 10x power efficiency of previous gen LIGHTSPEED Wireless: pro-level responsiveness and connectivity for long lasting, high performance gameplay — with a weight of 95 g and battery life for up to 35 hours of continuous play with default LIGHTSYNC RGB lighting POWERPLAY wireless charging: Never worry about your battery life again. Add the POWERPLAY wireless charging system to keep G703 and other compatible G mice charged while at rest and at play* *POWERPLAY Wireless Charging System sold separately Supreme Comfort and Quality: brings together comfort, durability, and performance with comfortable design, rubber side grips, 10 g optional weight, and 6 programmable buttons for a customizable gaming experience Advanced Button Technology: metal-spring button tensioning keeps primary left and right buttons poised to trigger with less force, for exceptional button feel, response, and consistency every time LIGHTSYNC RGB: full-spectrum lighting responds to in-game action, audio, and screen color; customize lighting effects from16.8M colors with G HUB gaming software, and sync across G gear","https://m.media-amazon.com/images/I/61-jAartdjL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71UdCCkcF8L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61eG++hlJVL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61ACuSvzC4L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61PVHiuBxNL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71fLw2fQ43L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61Df8HOPQ-L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61eSh30u9UL._AC_SL1500_.jpg",B07NSSPV9S: Mouse,https://www.amazon.com/Logitech-Lightspeed-Lightsync-Compatible-Lightweight/dp/B07NSSPV9S/ref=sr_1_14
macbook pro M1,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 8GB RAM, 128GB SSD) Space Gray (Renewed)",0.0,4.0,1018,"Retina display; 13.3-inch (diagonal) LED-backlit display with IPS technology (2560x1600 native resolution) Apple M1 chip with 8 cores (4 performance cores and 4 efficiency cores), a 7-core GPU and a 16-core Neural Engine 8GB memory | 128GB SSD Backlit Magic Keyboard | Touch ID sensor | 720p FaceTime HD camera 802.11ax Wi-Fi 6 wireless networking, IEEE 802.11a/b/g/n/ac compatible | Bluetooth 5.0 wireless technology","https://m.media-amazon.com/images/I/41DeT328kPL._AC_SL1000_.jpg, https://m.media-amazon.com/images/I/715+qDKxnRL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/21JTS8o8nGL._AC_.jpg, https://m.media-amazon.com/images/I/21xcbB2ht4L._AC_.jpg","B09WGH9QJQ: Apple M1 Chip, 8 GB, 128GB, Gold | B09WJHLWHG: Apple M1 Chip, 8 GB, 128GB, Silver | B09ZLVB1GP: Apple M1 Chip, 16 GB, 2TB, Space Gray | B09WQ36NF1: Apple M1 Chip, 8 GB, 128GB, Space Gray | B0CN3W8FVY: Apple M1 Chip, 16 GB, 1TB, Gold | B09V5Q3STN: Apple M1 Chip, 16 GB, 256GB, Gold | B09RQ8T428: Apple M1 Chip, 16 GB, 256GB, Space Gray | B09V6PZ5XR: Apple M1 Chip, 8 GB, 512GB, Gold | B09V5PPWRH: Apple M1 Chip, 16 GB, 256GB, Silver",https://www.amazon.com/Apple-MacBook-128GB-Space-Renewed/dp/B09WQ36NF1/ref=sr_1_13_so_NOTEBOOK_COMPUTER
macbook pro M1,"Apple 2020 MacBook Pro with M1 Chip, 13-inch, 8GB RAM, 256GB SSD, Silver (Renewed)",0.0,4.3,2012,"Apple-designed M1 chip for a giant leap in CPU, GPU, and machine learning performance Get more done with up to 20 hours of battery life, the longest ever in a Mac 8-core CPU delivers up to 2.8x faster performance to fly through workflows quicker than ever 8-core GPU with up to 5x faster graphics for graphics-intensive apps and games 16-core Neural Engine for advanced machine learning 8GB of unified memory so everything you do is fast and fluid Superfast SSD storage launches apps and opens files in an instant Active cooling system sustains incredible performance 13.3-inch Retina display with 500 nits of brightness for vibrant colors and incredible image detail FaceTime HD camera with advanced image signal processor for clearer, sharper video calls","https://m.media-amazon.com/images/I/71gD8WdSlaL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81AkdxBCVpL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/91xkiFp-lzL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71Bh8LMhLTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71Z4vYGB3EL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71nRj-fGoZL._AC_SL1500_.jpg","B08T9XM1S7: 8GB | 512GB, Space Gray | B09V1YH55B: 8GB | 1TB, Space Gray | B0F8LJ82GH: 16GB | 2TB, Silver | B08PNJKKGH: 8GB | 512GB, Silver | B09TRZL5TS: 16GB | 256GB, Silver | B0BX76STGD: 16GB | 2TB, Space Gray | B09TNDT7YY: 16GB | 1TB, Space Gray | B08T886WD4: 8GB | 256GB, Silver | B09V3FY3NR: 16GB | 256GB, Space Gray | B09TN8R5Y5: 16GB | 512GB, Space Gray | B08PPZMDPK: 8GB | 256GB, Space Gray | B09TPLC5QR: 16GB | 1TB, Silver | B09V39CGXX: 16GB | 512GB, Silver",https://www.amazon.com/MacBook-Apple-chip-Memory-256GB/dp/B08T886WD4/ref=sr_1_5
